cell_type	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50
B cells	12.703067	1.514024	-0.836930	1.652022	-2.039617	-2.141552	-1.903058	0.374018	-0.923044	3.034486	-0.806378	2.023551	0.517938	-3.048997	0.060084	-0.876998	0.163736	-1.411976	-0.458001	-0.961107	0.905195	3.116710	-1.075954	1.453987	-1.120118	1.493980	1.708139	-0.631942	-1.799624	-3.250118	2.588174	-3.765222	-1.165750	-1.379705	-3.504930	-1.275076	-2.681469	0.468637	-2.413540	0.818323	0.578566	1.763539	1.850618	0.027802	-1.390254	-0.036849	-0.078947	-1.233586	-2.848193	-3.360441
B cells	11.288622	-0.037359	-1.170528	-1.350457	-0.406405	0.683510	-0.300415	-0.028384	-0.254741	3.319163	2.123467	0.148445	-0.819504	1.196815	0.056826	0.805313	-0.233772	0.421793	0.489861	-0.028861	1.756454	1.747467	1.928826	-0.640548	-0.181861	-0.181982	-1.800911	-0.771410	-0.479146	3.732234	-1.365634	-2.017452	-1.931915	-0.882411	-1.888021	-4.092447	0.347966	-0.650093	-0.148615	-0.773669	-2.538145	-3.172517	0.443889	1.798880	-0.260755	-1.463447	-0.548128	1.021323	-0.899892	-1.281161
CD4 T	-2.739360	0.496754	0.117498	-1.492617	-3.445327	0.010401	0.209042	0.242167	-2.729633	-0.990306	1.180136	0.251555	2.629927	-2.975944	3.133499	3.420031	1.034732	0.139347	-0.393837	-1.834326	1.990473	1.686279	2.704348	2.813247	0.770644	-1.632982	1.322390	-0.882530	2.319379	-2.740986	1.691744	-3.860913	-0.466458	-1.776040	-2.670708	0.398576	-1.088950	0.091221	-0.567756	1.329385	-0.330298	1.818009	-2.437076	1.184104	1.411340	0.293525	1.414935	-0.753429	-0.113616	1.281706
CD4 T	-3.460607	-0.567184	0.028193	-3.279387	-3.081036	-0.039810	-1.919206	-1.904182	-0.814645	-0.783425	-3.512643	0.990063	0.643572	-1.669246	-0.482602	-2.583818	0.884773	-0.070759	2.574821	-2.337536	0.254895	-0.516215	-1.117829	-0.943405	-0.799760	0.159576	-0.141741	-0.518272	0.483008	-1.301816	-2.574603	-0.046641	1.885266	0.747110	0.104460	-1.205278	3.296938	0.803700	1.073729	0.720454	1.115259	0.856645	1.416663	0.964605	0.615015	-3.037074	1.049318	1.091894	1.224378	1.132622
B cells	12.456835	0.621530	-0.303312	-2.536426	2.059171	-0.895593	-1.147348	-2.238459	-0.917318	1.440685	-0.514033	1.733561	-0.855407	0.454435	-0.573337	-0.268295	1.009676	0.394182	1.147044	-2.641622	-1.043273	-1.351980	0.444378	-1.046062	0.441342	0.769645	-2.821565	-1.982048	-0.865173	0.088537	-2.192472	0.911466	-0.544012	-0.514064	1.397147	0.835315	0.208023	2.260580	1.031081	-0.438933	0.765202	-0.736047	-0.549187	0.713723	0.247924	-1.820206	-1.269331	1.524295	-1.404287	-1.174362
CD4 T	-3.295337	1.218663	1.198267	-0.456899	-6.303754	-1.011828	-0.913182	-0.473142	-0.380766	0.764729	-3.303504	-3.091966	-4.189310	-0.239497	-4.156779	-1.991829	3.019890	-0.654605	1.219257	-3.418065	2.603492	2.567486	2.053083	-0.194587	-5.590124	-2.807772	4.328728	-1.388124	-1.393995	-0.206980	0.979455	-1.950924	-1.589655	-0.094278	1.005635	2.271442	0.358294	-1.408029	-0.456072	-0.144069	4.037447	2.046511	0.246322	1.438571	1.211890	-5.193054	4.042810	0.974365	-0.210237	-0.144178
CD4 T	-4.723672	-0.516333	0.536910	-2.439410	-1.348421	-0.637363	-1.627045	-0.574625	1.753970	3.435005	1.863115	-0.115930	-0.508822	2.634786	-0.022442	-2.339725	-2.839301	-0.064535	-1.142835	0.923360	-2.284488	-5.450161	0.545002	1.707063	3.234037	1.188200	-3.357805	-0.180516	0.970424	-1.077848	1.917859	-1.233100	0.260565	-1.447315	0.344847	-1.419804	-0.180132	-0.728289	2.301950	1.097744	1.900003	1.640873	-0.578037	-0.589915	-0.652295	0.130924	-0.305105	0.583015	-1.517408	-2.677901
NK cells	8.290214	-0.198055	-1.675863	5.220654	-5.086362	-7.225440	-1.186377	9.659570	4.938936	2.157587	-0.355903	-2.784731	2.224635	-0.515657	-0.029479	-1.337872	-1.170967	1.191128	-1.193537	2.459552	-1.781986	1.709808	-1.506420	-0.365449	-0.658572	-3.103747	-0.627124	-0.322805	-0.371277	-1.305677	-0.316125	-0.972763	1.057204	2.555288	0.467918	2.343512	0.090002	0.972230	-0.111536	1.532648	-0.277188	0.015424	-1.302533	-0.039310	-0.570632	-0.052643	2.026898	0.640225	-0.209034	1.345008
CD8 T	-4.711913	5.374599	-0.021700	1.044948	0.680538	-1.413576	6.054371	-2.332041	0.676423	-0.770271	-1.534600	-3.253794	0.954824	-1.431154	-0.328596	0.305811	0.970430	-0.875222	-1.125360	1.385686	1.413073	0.573807	-0.711437	0.793364	1.344602	-2.602760	4.066645	-1.748844	-1.811623	-1.726557	1.666075	1.924462	0.321853	-4.540156	2.567686	-3.153695	0.832092	1.894702	0.102135	-0.574822	1.017985	-1.156566	2.319548	2.449796	0.026065	0.876764	-1.139188	0.233945	-1.216482	2.327577
B cells	9.610651	1.902542	-0.059577	1.279007	-5.993496	3.754719	-0.773443	-0.899763	-0.528449	0.885890	-0.211999	-2.902571	-1.396886	1.651259	2.667902	-2.099958	0.344460	0.554662	-1.846811	1.707586	-0.691014	2.065846	0.918705	0.965655	1.043156	2.078278	-1.304813	3.198117	2.193426	-3.048120	0.738634	1.342068	-0.375988	-1.074492	0.464651	1.502961	-0.674879	0.755361	3.040783	1.781873	0.569788	0.607383	0.524717	1.358016	1.511715	1.075840	0.683186	0.274413	1.463409	-0.768428
B cells	10.829353	0.314978	-0.274790	-2.195200	3.120004	-0.509973	0.038784	-1.963844	-2.809214	2.628649	0.684654	-0.535610	1.192917	1.570554	-2.581394	-0.313849	1.466793	2.605432	0.012767	0.513849	-2.245642	-0.235475	3.685692	-1.721892	-3.171642	1.475573	-2.018660	0.847331	-0.407694	2.830318	0.112409	-3.211972	1.231604	3.149384	-0.788333	4.722524	-1.164570	-1.714520	1.339954	-3.525412	0.192152	4.558030	2.045465	2.458073	-1.440210	2.432744	2.505195	1.487612	-3.262928	-1.100671
CD14 Monocytes	-3.718818	-8.720938	-0.960987	5.928236	3.431406	0.673555	-0.275843	-1.623103	0.728893	1.908237	-0.439898	0.345668	0.551092	-0.727740	1.613061	-0.728906	1.783126	0.741481	-0.799433	0.248306	0.237525	-0.503051	-0.115125	-2.203783	-1.234465	0.141314	-0.464119	-1.138139	-0.375165	0.348331	-1.529925	0.517172	-1.284213	0.885784	-0.260456	0.855074	0.846024	-0.691115	-0.846050	-0.463739	0.635850	2.814254	-0.054056	0.335144	-0.095850	-0.281259	0.520675	2.318132	0.946581	-0.865530
CD14 Monocytes	-3.365701	-7.547718	-2.493042	7.402525	-0.837041	0.898160	0.683184	-1.498747	-1.379750	0.080305	0.281135	-4.139811	-1.149785	-0.302983	1.482302	0.339667	1.531940	-1.321999	1.977424	-1.038635	0.374068	-0.166773	-1.429118	0.520700	1.355525	-0.019511	0.118205	-1.448800	-0.576525	2.202098	0.725819	-2.069133	-0.818636	-0.225403	-0.721510	0.252639	1.509335	-1.880987	0.028693	0.508753	-2.538718	-0.055500	-0.747499	0.791369	0.634149	-1.047887	1.944521	-0.171166	-0.931396	-0.138558
CD4 T	-3.469249	-2.611341	-0.043444	-3.098706	2.642099	0.319136	0.168076	1.239881	1.203065	-0.318392	1.053183	0.224436	-0.554147	-0.208596	1.432109	0.181495	-0.288492	-1.474684	1.613991	-1.989165	0.163239	-0.948512	-1.575272	-1.400365	-0.595630	-0.719579	0.469116	-0.740778	1.158363	-2.644776	-0.584836	-0.720150	0.416784	-1.195032	1.872555	0.580161	-0.561854	-0.401492	0.076385	-0.043447	-0.642409	-0.316114	-2.923710	-2.104444	-0.153620	0.018528	1.074459	-0.764520	0.072753	2.163392
CD8 T	-4.020215	13.042623	-0.494558	5.693478	4.820387	-0.416012	-5.378831	-2.983383	4.304564	-3.969225	-1.861053	2.594466	1.468437	2.321598	0.820454	-0.066886	-3.081894	-2.641690	-2.233630	-0.000760	4.047994	1.305366	-3.957395	5.689069	-3.364023	-1.666202	0.367351	-3.459862	-2.161174	0.156926	-3.732813	3.702293	-4.259025	4.280806	-5.627824	-1.018921	0.641123	-0.855953	-0.225637	0.026656	3.646571	-0.035378	0.397677	0.461569	0.213483	3.474881	-0.640727	-1.054555	2.727509	-0.624249
B cells	11.607241	-0.300885	-0.074901	-0.824419	1.534773	-0.169051	1.129302	-1.244970	-2.216584	4.020850	-1.200267	2.081446	0.154401	0.264108	-1.854440	0.786078	-0.182511	-4.026550	-0.466213	-0.549856	-0.089851	-2.230857	-2.697822	-0.112360	0.292792	0.738164	-1.463758	0.028305	-0.155054	0.596492	0.894849	0.576562	-0.211579	1.674209	-0.992625	0.823856	-0.038349	-2.011382	-0.563250	0.733595	-1.688135	0.147255	-1.437828	0.413251	-1.372175	0.306177	0.761450	1.858074	1.457617	0.050213
CD4 T	-2.585471	0.200907	-0.439832	-3.010097	-3.223879	-0.293163	-0.352290	-0.508805	-0.705471	1.857564	0.109333	0.709203	-2.584354	-0.407154	-3.979892	-0.953979	0.199760	-0.643563	1.566867	-1.796131	0.612039	-0.194406	-0.497256	-1.778554	-0.258465	-3.139775	-1.547176	-1.833957	0.781499	0.814200	0.304768	-0.742422	0.336288	-0.365415	-0.912186	2.641416	-2.208768	-2.715657	3.265567	0.122830	-1.057555	-0.887810	0.492543	0.513401	-0.798837	-0.620254	1.206731	0.362160	1.371596	1.054239
CD4 T	-3.577115	-0.411959	0.916650	-2.661910	-3.500404	-0.365752	-2.626304	0.293150	-0.755737	-1.443774	-1.440203	-0.596424	0.759951	2.457212	-1.667810	0.841623	1.317607	0.239674	3.075837	0.180753	-0.358655	2.865974	-1.219380	0.142379	-0.441199	3.035619	1.009511	1.238460	-1.438725	-0.630314	-0.390929	-2.306475	-1.304782	-0.669369	1.254156	1.116865	1.471917	1.578514	0.686779	-1.234821	-0.901373	1.591129	1.964437	-1.430504	0.274845	1.317179	-2.161547	-0.152424	-0.926529	0.894697
CD8 T	-3.117105	12.613553	1.428287	6.064581	4.329498	0.827334	-3.266775	0.207905	1.151534	1.026968	-4.059210	-5.350537	1.502102	-3.140142	-3.058058	0.972703	1.550950	-2.582530	-2.138800	2.710675	-0.226081	-1.978628	3.193966	0.719535	-0.212920	-0.476964	-0.994656	0.283772	1.288748	0.944406	2.158164	0.259420	-0.203784	-2.356056	5.020815	2.265788	1.631878	-4.545711	-0.698889	-1.249536	0.537578	-1.990322	-0.514721	2.524807	0.595138	-0.423863	2.003615	1.316267	2.901135	0.399145
CD4 T	-4.104582	-2.144295	-0.158546	-3.299986	1.380285	1.388968	-1.987362	1.488398	-1.932630	-0.801160	1.698150	-1.240973	1.200673	1.114688	-1.228597	0.606348	-1.532048	2.777602	-0.130193	0.332725	0.027088	-0.831938	-0.952708	-0.655319	0.410511	-0.454503	-0.179952	-1.301170	-1.046180	-1.814146	0.437233	0.055705	1.491470	-1.581536	0.889296	-0.284515	-0.762122	-1.624934	1.177476	-0.204784	0.509006	-0.296008	0.829945	1.148344	-0.633319	0.132809	0.296196	2.060157	0.659128	-0.646348
CD4 T	-3.858184	-1.458761	1.780233	-2.285239	-1.319852	-0.971905	-2.609522	0.580949	0.242187	-1.269803	1.457215	2.278696	-0.553260	0.047195	-0.579739	-0.778527	1.242288	1.444452	-0.938516	-0.763202	0.283176	-1.014816	-1.319645	0.627097	1.954171	1.299554	-0.859623	0.988936	-0.728690	1.302708	0.944169	3.413582	0.732737	-3.121753	-0.641696	-1.562390	0.343172	0.589846	-1.887309	-0.966592	-4.368245	-1.671824	-0.934474	3.156391	2.407698	-1.260511	0.137046	-2.324687	0.621125	-0.879179
CD4 T	-4.702617	-1.029638	1.027620	-4.145656	-0.756890	0.886131	-1.734918	0.044037	-1.241307	1.093199	0.019031	0.626239	2.205876	-0.162794	2.098594	0.861739	0.455584	-0.795938	0.148163	-0.166426	0.007034	1.129398	-0.446921	-0.748502	0.686442	-1.632682	0.781986	-0.770724	0.150409	0.458329	-0.010899	-1.852662	-0.012454	-0.758571	-1.593414	0.917720	2.025309	-0.121154	1.371932	0.260819	0.789132	-0.629359	-1.163564	0.423482	-0.292380	1.162566	0.667209	0.211120	-0.477972	-2.090853
CD8 T	-4.822986	8.888297	0.005273	3.885167	5.716216	-1.028019	-3.184987	2.479421	-0.902644	1.436586	4.419842	-1.752937	0.722257	0.409383	4.737847	-4.072827	2.657351	-3.175247	0.969854	0.177174	2.757081	1.723137	-1.599848	3.479450	-0.574758	1.800098	2.486859	-0.274888	1.661945	0.774068	0.655842	-0.079125	1.746431	-1.874875	-1.453266	0.039152	-0.955398	-0.639299	0.472167	1.743952	1.058003	-0.156933	3.142731	0.236064	3.980747	-1.152542	0.225663	0.958802	-0.447331	3.311664
CD14 Monocytes	-0.744913	-3.681077	-1.579816	5.690602	-2.366284	-2.349319	1.879680	0.351017	-0.622788	-3.293773	0.067907	2.077700	-0.463696	3.165750	2.300923	3.286862	-1.530719	-0.689319	2.394454	-0.386691	0.978224	-2.228178	-0.114098	-1.166602	-2.421895	1.025998	1.018120	4.691546	1.803812	0.404176	-5.681567	0.967909	1.225443	-0.952234	1.811023	-1.127950	-1.209494	-0.507794	-0.901201	-1.858156	-0.703557	-3.079839	0.632040	0.938216	-0.288935	2.150900	0.489893	-1.710995	-1.851160	3.654038
CD4 T	-2.697593	-1.159133	0.313866	-2.672176	0.649773	-0.282276	-2.084316	2.485415	0.135615	-0.829033	2.404900	-1.441109	-0.396540	0.237911	0.203622	0.292477	1.250512	-1.028094	1.918405	-0.105148	1.794430	2.460690	0.012838	0.742029	1.065244	1.258297	-0.409773	0.484762	-0.191765	-0.557410	-1.134896	-0.029216	-1.255203	2.763606	0.093399	-0.407764	-0.832574	0.327449	0.145973	-1.382244	0.929907	0.689882	1.186135	1.459506	0.207646	-3.029630	-0.366561	2.359222	1.084152	1.909775
CD4 T	-3.512460	-0.579737	0.636892	-2.707817	0.550415	0.291955	-1.121875	-0.390467	-1.851143	1.019027	-0.734797	0.290123	1.727012	-1.154573	0.380781	1.183288	-0.096829	-0.637295	-0.255324	-1.181395	1.477529	-0.756093	-0.124618	-1.012163	-0.159890	0.373164	-1.213038	-1.906245	2.668358	0.215209	1.734823	-0.934341	2.608483	1.404170	0.715035	-1.597853	-0.690297	0.277246	-0.694731	0.634492	0.578613	0.931315	1.497345	0.385154	-2.720690	0.256456	-1.070078	1.606418	1.361416	-0.932425
CD4 T	-3.751288	-0.667447	1.709922	-1.634913	0.680102	-1.754019	2.257966	1.570649	1.116748	-0.609900	3.197494	-1.479453	-0.264071	1.257891	0.053651	0.559309	1.180301	-0.717623	1.883886	0.346111	-2.390124	-0.309762	-3.311059	-2.408505	-0.865782	-1.088513	2.260160	1.753599	-0.197120	1.561166	1.200213	0.204273	-1.337223	1.405522	-1.301797	1.514863	2.572298	0.659851	-0.557105	1.003556	-0.341734	-1.187398	-2.362353	1.346023	0.761156	2.376973	-2.788945	1.037088	0.561997	1.054879
CD4 T	-3.594045	0.362374	-0.087741	-1.805090	-0.963202	0.592349	0.194314	1.121879	0.452198	-3.171333	0.000893	0.643126	-0.058407	0.737777	-0.322780	-3.514499	-0.231588	-0.745600	-0.997205	-0.488918	-0.426181	0.408413	0.065607	-0.864471	2.380879	1.242004	1.357637	-0.649753	-1.807338	1.180049	-0.761678	1.120194	-0.049750	1.090614	-1.718644	2.017318	-0.366241	-0.357533	-0.117941	-0.450159	3.470725	1.885187	1.798627	0.401477	2.098398	-1.002658	-0.851987	-1.427039	-1.307820	-1.998287
CD14 Monocytes	-3.087530	-7.111172	-2.489561	9.164282	0.906554	-0.133514	0.086424	-0.929673	-0.514825	3.771348	2.746351	1.429970	1.984954	1.044032	-1.027839	0.765727	-1.283127	-4.434719	0.773569	-2.719270	0.341707	1.694166	-1.461109	-1.078253	4.146681	4.070836	-0.565731	1.990065	0.084760	0.221182	3.265078	-0.956344	2.227234	-0.619422	-0.494513	0.424275	-1.165774	1.870216	0.018780	1.700850	-1.415137	-0.132676	-3.233434	0.750450	-0.938468	2.154818	-1.751709	-0.973310	-0.356322	-2.806516
CD4 T	-3.589802	1.035428	-0.031095	-1.955361	-3.852289	0.661721	-0.676956	0.212786	-0.687349	0.141868	-2.591541	-0.394518	0.505375	-0.211052	1.829057	-0.550029	0.707089	3.105706	1.528015	0.112153	-0.306098	-0.305766	0.221347	1.390513	1.863754	-4.608452	0.616850	-0.463516	-1.029676	1.185055	2.303920	-1.947303	2.044645	0.310433	-0.999490	-0.698575	0.500220	0.398805	0.180216	-0.128791	-1.547324	-0.318045	2.707564	1.036368	2.170740	-1.394177	-0.679303	-0.877806	0.068848	2.776548
B cells	9.988122	2.615978	-1.396152	2.415710	-4.340284	5.184234	-0.093425	-1.914894	-0.101779	0.187361	1.788881	3.084350	0.138637	0.324602	-0.859092	0.155528	-0.214285	0.277858	-1.401233	-1.784673	1.719366	-1.051705	0.258417	1.122707	-1.291343	-1.254803	-0.544427	0.954646	0.804462	2.633946	-0.357104	-1.304098	2.669647	-2.077273	2.290346	-0.840461	0.278493	2.439179	0.303518	-1.177350	-3.299644	0.173522	-0.081710	0.877430	0.503749	0.569763	-0.409327	0.115868	0.192492	-1.132450
B cells	11.095401	4.112731	-0.523631	1.558535	-5.707836	6.384439	2.610296	0.603331	0.582134	-0.457458	1.015194	0.395285	1.430776	-0.117045	-0.680184	1.779982	-0.593908	0.810944	-0.151458	0.110916	-0.073039	-0.766074	2.350342	0.055456	-0.065751	-2.550658	-1.216107	0.049224	0.768476	-0.295134	-0.566082	1.089864	-0.166641	-1.853964	-0.147377	1.659503	-1.800151	-2.186166	2.253150	-0.570072	-0.581263	2.222620	-1.618792	-1.433888	1.582469	-0.500846	-1.006263	2.504186	0.521273	-0.308990
CD14 Monocytes	-1.863033	-7.365543	-2.012800	10.867858	-2.204599	-0.273321	0.642017	-1.814800	-0.836096	-1.005162	-3.160779	-3.128352	-1.369581	0.776100	-0.920413	0.030264	0.150042	0.909000	-2.684187	-0.670790	-0.840397	1.475608	1.038388	0.059449	-0.370801	2.830742	-1.432429	-0.774146	-0.438799	1.966925	0.063037	-1.279628	2.373181	0.402199	-0.846052	-1.597014	-1.848783	-2.908086	2.998404	-0.883533	-2.878765	1.487624	-1.402382	2.016082	0.342617	2.202082	-1.733259	-1.223215	-0.038204	0.658550
NK cells	10.612638	1.543316	-0.791095	4.978992	-6.913412	-9.919609	-1.761469	8.192224	7.667311	2.613859	-1.108330	-0.391212	4.212541	-0.753603	-1.758578	2.531913	-3.247950	-2.511422	1.509777	-0.734715	1.160414	3.735419	-0.508402	-1.057032	-1.007331	-1.970250	-0.967167	0.270650	-0.621345	-2.561164	-1.069722	0.840241	1.655059	1.058623	0.990746	-3.022228	-0.035232	2.284298	-0.067687	-2.405595	3.543079	2.616032	-1.751665	0.320682	-0.563167	0.131816	1.528410	-0.715336	-2.620655	2.286386
B cells	12.265645	-0.293718	-1.435411	-2.036443	2.240788	0.227393	-0.934425	1.840753	-1.733957	2.579211	0.563352	0.852915	0.516058	1.677136	-1.368943	0.034182	1.701755	-0.151943	-0.603635	-3.178732	0.903929	1.988355	0.904008	-1.441862	-2.717293	0.707906	-2.963532	0.009473	-0.039518	1.555856	-0.606680	-1.935832	-1.045120	-0.781234	-2.401515	-2.080140	2.226669	-0.561121	0.764219	-0.119097	-0.509673	-0.204505	-0.368700	-0.856468	0.694239	0.661349	0.869849	4.369097	2.170755	-0.269822
B cells	10.140078	0.483703	-1.955128	0.012008	1.380263	-3.450196	0.609370	-1.399721	-1.010793	-0.474614	1.941800	0.255709	0.496820	-0.187522	0.833953	-0.248031	-0.553768	1.923728	1.299346	0.233729	-2.426234	1.111414	0.947412	-2.583139	2.744965	0.742153	-0.143706	-1.679338	2.198498	-1.555014	-1.398619	-0.221904	-0.215860	-1.504327	2.757739	-1.795696	0.317169	-0.423848	-1.221570	-1.581656	1.602050	1.845130	-1.181090	-1.157242	1.799408	-1.742575	-5.712960	-1.020871	1.384928	-2.520791
CD14 Monocytes	-4.525771	-6.685911	-1.024264	7.077557	0.214953	-0.920196	0.095071	-0.321027	-0.384871	0.046961	-0.652006	-0.598528	-2.164803	-0.169656	0.125997	0.274878	0.865370	2.458776	-1.111434	0.677914	-0.561972	1.471166	-0.185769	-0.485773	0.919372	0.090796	0.174988	1.030254	0.374064	-0.936411	0.764094	1.128768	1.259775	2.685092	1.033296	-2.857415	-0.002679	0.248694	-2.197791	-0.408564	-0.230796	-1.544938	-2.062868	1.371291	-0.608608	-1.181158	-0.272492	3.398278	-1.703538	-1.315107
CD4 T	-4.376226	0.164633	1.423332	-2.640140	2.261551	0.743778	0.860005	0.169953	3.502638	-0.117193	1.156006	4.356327	-2.890763	2.360937	0.048233	-3.302303	-1.031919	-0.514675	-0.221870	1.777833	1.740901	0.195784	-1.060524	-2.358311	-0.490931	-2.657727	-0.141581	2.141074	-0.133464	-1.193981	1.055692	1.489386	1.057055	0.728212	-0.557341	0.446834	-2.493286	1.898045	-2.205628	0.686585	-1.531915	-0.950344	-1.913341	-0.140735	0.028870	1.635234	-2.203213	-2.955698	-3.936745	1.968278
CD4 T	-2.488271	0.078794	-0.488079	-1.834348	-0.264320	0.529438	0.833409	-0.506541	-1.359154	0.355344	0.898040	0.688482	0.252320	0.893051	-0.723118	1.335748	0.569237	-0.399054	0.271116	-1.490976	1.590970	-0.717070	-0.854444	-0.156836	0.516460	-3.193404	-0.106125	0.353042	-0.744208	-1.251341	-1.409672	1.016161	-0.305660	0.090007	-2.144196	-0.945289	0.271073	-1.319227	0.400809	0.572091	-0.698297	-3.739249	0.768038	-0.304969	0.639834	2.821818	-0.519374	-0.943756	-1.646345	-0.018394
CD4 T	-4.180552	-2.645025	0.508416	-3.017599	2.307873	1.628965	-1.293426	2.454670	1.276039	-1.189696	3.515359	0.371461	-0.558640	1.932708	-1.326903	1.458453	-0.738030	0.427811	0.206629	-0.717860	-0.357643	0.530531	-1.104822	2.622160	-1.478708	-1.298350	0.764854	0.344996	1.592702	1.398731	-0.963438	-0.248104	0.029499	-0.836421	0.391513	-0.075804	1.098482	0.729472	-1.805098	-0.986202	2.169295	1.972157	1.705210	-0.266363	-0.016438	0.028874	-0.768450	-0.092046	-0.127775	-0.792345
B cells	11.124777	0.474965	-1.051148	-0.239155	-1.546202	0.220297	0.304232	0.380389	-1.008592	-1.495595	0.433007	0.867655	2.155893	0.070713	1.038501	-0.365533	0.508787	-1.219450	-2.242221	-1.538054	0.112091	-0.169287	-1.290138	1.035944	-2.359413	-1.544895	-0.605016	0.878680	-0.598575	0.856119	0.343265	-0.650182	-0.940993	2.334825	0.894122	1.175900	1.985951	0.247499	-1.379520	-0.725704	1.255727	1.779374	-0.986664	1.388794	0.358668	-0.196058	-3.143306	-2.236944	-0.534981	-1.156554
CD4 T	-2.949963	0.395886	0.735854	-2.394819	-2.117945	-0.472248	-1.391204	-1.028576	0.034154	-0.612625	1.400254	0.186455	-0.820034	-0.205588	-1.761942	0.336040	1.289499	0.392911	0.562496	0.783960	-1.263089	-2.721257	-0.240347	1.098456	1.240890	1.477358	-2.301521	-1.176752	-0.729400	1.509897	-0.371662	0.641004	-0.320120	-0.118795	0.821005	0.917677	-0.886416	-1.258391	-0.366896	2.360546	-0.239610	0.469698	-0.949978	0.399138	-1.138656	-1.051488	1.056758	1.630999	-1.369968	0.343040
CD4 T	-5.015569	-2.465096	-0.038817	-4.549380	0.108580	1.445793	-4.479297	-0.213130	-0.622305	0.791420	-3.310606	-1.233111	0.580016	-1.978141	1.595149	-1.369099	3.194391	1.322171	0.866335	3.630636	0.997288	0.212577	1.060779	-0.517158	0.150150	1.231266	0.377326	0.674976	-0.103562	0.559473	-0.237646	-0.180309	-1.855009	-1.538019	-0.369390	-0.478239	-1.026636	-0.447247	1.295922	-3.305924	1.918528	-2.165006	-2.170681	-1.037480	-1.478310	0.873242	0.204539	0.635930	0.218021	0.193051
CD14 Monocytes	-3.793189	-5.515019	-1.281283	4.764045	1.339414	0.400892	-0.799645	0.561030	0.044697	1.853258	0.405518	-2.043788	0.940900	2.945384	-0.103106	0.905883	0.086838	-0.358283	4.197598	-1.764094	-1.712505	-1.011463	0.203650	-0.533206	3.569685	-3.652250	-1.404469	-0.363141	-0.809855	1.002907	5.097126	-2.995357	2.750004	-3.180510	1.255342	2.118926	3.377300	-0.680170	-2.381564	-2.646841	1.181710	2.143537	-0.594597	0.080791	0.866069	0.960113	-1.760339	0.388773	-4.787995	-2.445972
CD4 T	-2.949209	3.940667	-0.369693	-0.425554	-7.668162	-1.112812	0.022983	-1.856687	-5.152655	0.931827	-0.802047	2.548023	3.235106	1.663302	-0.821044	-2.090911	-0.830043	1.107427	-1.222826	-1.124873	-0.368219	2.477933	1.958116	0.025257	-1.485653	-0.218922	1.688174	3.288725	-1.228611	-2.299927	0.206277	0.844795	1.969494	0.309370	1.550924	7.906088	-1.102959	1.919189	-0.689516	-1.838717	-5.347333	3.010172	-2.644311	-1.883718	-0.822453	0.984510	2.153376	0.565594	1.179787	-4.863066
FCGR3A Monocytes	5.051015	-5.185126	50.569672	5.140742	2.056389	-3.652784	2.268610	4.472222	1.507156	-2.313409	-7.061162	8.177040	-4.955976	1.481174	4.550187	-0.146936	-0.235069	-1.078063	2.746532	0.211643	2.098391	-1.842380	-0.714094	-1.370458	1.262074	1.196035	1.552844	-1.949120	1.676040	-3.113727	0.372244	-4.349209	-4.633952	-3.707349	-4.297796	-0.608303	-2.724190	-0.825588	-1.319665	-1.908500	-3.085133	-0.689709	-1.994119	-1.258885	-0.289008	-0.085757	3.899156	1.451037	-2.402522	-5.014277
